# Homebrew adlist
# ===================================================================

#<block-adobe>
0.0.0.0 d4.cumshots.ws
0.0.0.0 dancecourt.com
0.0.0.0 dashlinen.testing-domain-live.co.uk
0.0.0.0 dawnframing.com
0.0.0.0 dcanscapital.co.uk
0.0.0.0 ddd.gouwuke.cn
0.0.0.0 decografix.com
0.0.0.0 decota.es
0.0.0.0 decrolyschool.be
0.0.0.0 deleondeos.com
0.0.0.0 deletespyware-adware.com
0.0.0.0 demo.vertexinfo.in
0.0.0.0 dent-lux.com.pl
0.0.0.0 dentairemalin.com
0.0.0.0 destre45.com
0.0.0.0 dev.wrathofshadows.net
0.0.0.0 dianepiette.co.uk
0.0.0.0 diaryofagameaddict.com
0.0.0.0 dimarsbg.com
0.0.0.0 dimenal.com.br
0.0.0.0 dimensionnail.ro
0.0.0.0 dimsnetwork.com
0.0.0.0 directxex.com
0.0.0.0 divine.lunarbreeze.com
0.0.0.0 dl.downf468.com
0.0.0.0 dl.heima8.com
0.0.0.0 dl.microsword.net
0.0.0.0 dl01.faddmr.com
0.0.0.0 dofeb.frenchgerlemanelectric.com
0.0.0.0 doktester.orgfree.com
0.0.0.0 dougmlee.com
0.0.0.0 down.feiyang163.com
0.0.0.0 down.guangsu.cn
0.0.0.0 down.unadnet.com.cn
0.0.0.0 down2.feiyang163.com
0.0.0.0 down3.feiyang163.com
0.0.0.0 download-archiver.ru
0.0.0.0 download.56.com
0.0.0.0 download.grandcloud.cn
0.0.0.0 download.ttrili.com
0.0.0.0 download207.mediafire.com
0.0.0.0 downloads-finereader.ru
0.0.0.0 downloads-whatsapp.com
0.0.0.0 dp-medien.eu
0.0.0.0 drank.fa779.com
0.0.0.0 dujur.barginginfrance.net
0.0.0.0 e-matelco.com
0.0.0.0 e1r.net
0.0.0.0 earthcontrolsys.com
0.0.0.0 echoa.randbinternationaltravel.com
0.0.0.0 eddenya.com
0.0.0.0 edf.fr.kfskz.com
0.0.0.0 eecky.butlerelectricsupply.com
0.0.0.0 eekro.cruisingsmallship.com
0.0.0.0 eeps.me
0.0.0.0 eeroo.frost-electric-supply.com
0.0.0.0 eetho.cruisingsmallship.com
0.0.0.0 efugl.iptvdeals.com
0.0.0.0 eldiariodeguadalajara.com
0.0.0.0 elew72isst.rr.nu
0.0.0.0 eliehabib.com
0.0.0.0 elocumjobs.com
0.0.0.0 emailing.wildcard.fr
0.0.0.0 emits.iptvdeals.com
0.0.0.0 eroov.iptvdeals.com
0.0.0.0 erupt.fernetmoretti.com.ar
0.0.0.0 esoad.frost-electric-supply.com
0.0.0.0 espdesign.com.au
0.0.0.0 estoa.frost-electric-supply.com
0.0.0.0 eternitymobiles.com
0.0.0.0 europe-academy.net
0.0.0.0 europol.europe.eu.france.id647744160-2176514326.h5841.com
0.0.0.0 europol.europe.eu.id214218540-7444056787.h5841.com
0.0.0.0 ex.technor.com
0.0.0.0 exadu.mymag250.co.uk
0.0.0.0 exclaim.goldenteamacademy.cl
0.0.0.0 executivecoaching.co.il
0.0.0.0 exsexytop.tk
0.0.0.0 extreembilisim.com
0.0.0.0 f.gj555.net
0.0.0.0 faiyazahmed.com
0.0.0.0 fallencrafts.info
0.0.0.0 faq-candrive.tk
0.0.0.0 fbku.com
0.0.0.0 femalewrestlingnow.com
0.0.0.0 fetishfitnessbabes.com
0.0.0.0 fetishlocator.com
0.0.0.0 fgawegwr.chez.com
0.0.0.0 fgtkmcby02.eu
0.0.0.0 files.dsnetwb.com
0.0.0.0 finnhair.co.uk
0.0.0.0 firehouse651.com
0.0.0.0 fkhfgfg.tk
0.0.0.0 flashsavant.com
0.0.0.0 fondazioneciampi.org
0.0.0.0 formessengers.com
0.0.0.0 free-crochet-pattern.com
0.0.0.0 freefblikes.phpnet.us
0.0.0.0 freeserials.spb.ru
0.0.0.0 freeserials.ws
0.0.0.0 ftp.flyfishusa.com
0.0.0.0 funchill.com
0.0.0.0 generalchemicalsupply.com
0.0.0.0 getdatanetukscan.info
0.0.0.0 go-quicky.com
0.0.0.0 gogetgorgeous.com
0.0.0.0 gosciniec-paproc.pl
0.0.0.0 gravityexp.com
0.0.0.0 gredinatib.org
0.0.0.0 greev.randbinternationaltravel.com
0.0.0.0 grendizer.biz
0.0.0.0 groax.mymag250.co.uk
0.0.0.0 grosirkecantikan.com
0.0.0.0 gulf-industrial.com
0.0.0.0 gulsproductions.com
0.0.0.0 gurde.tourstogo.us
0.0.0.0 guyscards.com
0.0.0.0 gyboo.cruisingsmallship.com
0.0.0.0 gylra.cruisingsmallship.com
0.0.0.0 h1666015.stratoserver.net
0.0.0.0 hana-naveh.com
0.0.0.0 hanulsms.com
0.0.0.0 hardcorepornparty.com
0.0.0.0 harshwhispers.com
0.0.0.0 headless.ebkfwd.com
0.0.0.0 healthybloodpressure.info
0.0.0.0 helesouurusa.cjb.com
0.0.0.0 hexadl.line55.net
0.0.0.0 higher.dwebsi.tk
0.0.0.0 highflyingfood.com
0.0.0.0 hinsib.com
0.0.0.0 hmora.fred-build.tk
0.0.0.0 hnskorea.co.kr
0.0.0.0 hoawy.frost-electric-supply.com
0.0.0.0 hobbat.fvds.ru
0.0.0.0 hobby-hangar.net
0.0.0.0 hobbytotaalservice.nl
0.0.0.0 hoerbird.net
0.0.0.0 holishit.in
0.0.0.0 hosting-controlid1.tk
0.0.0.0 hosting-controlnext.tk
0.0.0.0 hosting-controlpin.tk
0.0.0.0 hosting-controlpr.tk
0.0.0.0 hotfacesitting.com
0.0.0.0 hotspot.cz
0.0.0.0 hrdcvn.com.vn
0.0.0.0 hst-19-33.splius.lt
0.0.0.0 hujii.qplanner.cf
0.0.0.0 hy-brasil.mhwang.com
0.0.0.0 hydraulicpowerpack.com
0.0.0.0 iamagameaddict.com
0.0.0.0 id405441215-8305493831.h121h9.com
0.0.0.0 igagh.tourstogo.us
0.0.0.0 igoby.frost-electric-supply.com
0.0.0.0 igroo.barginginfrance.net
0.0.0.0 image-circul.tk
0.0.0.0 images.topguncustomz.com
0.0.0.0 img.coldstoragemn.com
0.0.0.0 img.sspbaseball.org
0.0.0.0 img001.com
0.0.0.0 immediateresponseforcomputer.com
0.0.0.0 impressoras-cartoes.com.pt
0.0.0.0 inclusivediversity.co.uk
0.0.0.0 incoctel.cl
0.0.0.0 infoweb-coolinfo.tk
0.0.0.0 inlinea.co.uk
0.0.0.0 innatek.com
0.0.0.0 instruminahui.edu.ec
0.0.0.0 interactivearea.ru
0.0.0.0 internet-bb.tk
0.0.0.0 invention.festinolente.cl
0.0.0.0 ip-182-50-129-164.ip.secureserver.net
0.0.0.0 ip-182-50-129-181.ip.secureserver.net
0.0.0.0 ipl.hk
0.0.0.0 iptoo.cruisingsmallship.com
0.0.0.0 isonomia.com.ar
0.0.0.0 ithyk.frenchgerlemanelectric.com
0.0.0.0 iwgtest.co.uk
0.0.0.0 iwhab.randbinternationaltravel.com
0.0.0.0 ixoox.csheaven.com
0.0.0.0 iybasketball.info
0.0.0.0 izzy-cars.nl
0.0.0.0 japanesevehicles.us
0.0.0.0 jdfabrication.com
0.0.0.0 jeanlesigne.com
0.0.0.0 jeansvixens.com
0.0.0.0 jktdc.in
0.0.0.0 jo-2012.fr
0.0.0.0 job-companybuild.tk
0.0.0.0 job-compuse.tk
0.0.0.0 josip-stadler.org
0.0.0.0 js.tongji.linezing.com
0.0.0.0 jstaikos.com
0.0.0.0 jue0jc.lukodorsai.info
0.0.0.0 juedische-kammerphilharmonie.de
0.0.0.0 juicypussyclips.com
0.0.0.0 k.h.a.d.free.fr
0.0.0.0 kadirzerey.com
0.0.0.0 kadman.net
0.0.0.0 kalantzis.net
0.0.0.0 kapcotool.com
0.0.0.0 kassabravo.com
0.0.0.0 keemy.butlerelectricsupply.com
0.0.0.0 keyways.pt
0.0.0.0 kfc.i.illuminationes.com
0.0.0.0 kids-fashion.dk
0.0.0.0 kipasdenim.com
0.0.0.0 kollagen4you.se
0.0.0.0 krsa2gno.congrats-sweepstakes-winner.com
0.0.0.0 krsa2gno.important-security-brower-alert.com
0.0.0.0 krsa2gno.internet-security-alert.com
0.0.0.0 krsa2gno.todays-sweepstakes-winner.com
0.0.0.0 krsa2gno.youre-todays-lucky-sweeps-winner.com
0.0.0.0 kuglu.mymag250.co.uk
0.0.0.0 kulro.csheaven.com
0.0.0.0 kylie-walters.com
0.0.0.0 kyrsu.frost-electric-supply.com
0.0.0.0 lab-cntest.tk
0.0.0.0 landisbaptist.com
0.0.0.0 lay.elticket.com.ar
0.0.0.0 lcbcad.co.uk
0.0.0.0 leagleconsulting.com
0.0.0.0 lefos.net
0.0.0.0 legendsdtv.com
0.0.0.0 lexu.goggendorf.at
0.0.0.0 lhs-mhs.org
0.0.0.0 lifescience.sysu.edu.cn
0.0.0.0 likes.gisnetwork.net
0.0.0.0 linkforme.tk
0.0.0.0 live-dir.tk
0.0.0.0 loft2126.dedicatedpanel.com
0.0.0.0 luchtenbergdecor.com.br
0.0.0.0 luckyblank.info
0.0.0.0 luckyclean.info
0.0.0.0 luckyclear.info
0.0.0.0 luckyeffect.info
0.0.0.0 luckyhalo.info
0.0.0.0 luckypure.info
0.0.0.0 luckyshine.info
0.0.0.0 luckysuccess.info
0.0.0.0 luckysure.info
0.0.0.0 luckytidy.info
0.0.0.0 luggage-tv.com
0.0.0.0 luggagecast.com
0.0.0.0 luggagepreview.com
0.0.0.0 lunaticjazz.com
0.0.0.0 luwyou.com
0.0.0.0 lydwood.co.uk
0.0.0.0 m2132.ehgaugysd.net
0.0.0.0 mahindrainsurance.com
0.0.0.0 mailboto.com
0.0.0.0 malest.com
0.0.0.0 manoske.com
0.0.0.0 marchen-toy.co.jp
0.0.0.0 marialorena.com.br
0.0.0.0 markbruinink.nl
0.0.0.0 marx-brothers.mhwang.com
0.0.0.0 mathenea.com
0.0.0.0 maxisoft.co.uk
0.0.0.0 mbrdot.tk
0.0.0.0 mediatrade.h19.ru
0.0.0.0 merrymilkfoods.com
0.0.0.0 metrocuadro.com.ve
0.0.0.0 mgfd1b.petrix.net
0.0.0.0 miespaciopilates.com
0.0.0.0 milf.gabriola.cl
0.0.0.0 milleniumpapelaria.com.br
0.0.0.0 mindstormstudio.ro
0.0.0.0 ministerio-publi.info
0.0.0.0 miracema.rj.gov.br
0.0.0.0 mirandolasrl.it
0.0.0.0 mlpoint.pt
0.0.0.0 mmile.com
0.0.0.0 mobatory.com
0.0.0.0 mobile.bitterstrawberry.org
0.0.0.0 mocka.frost-electric-supply.com
0.0.0.0 molla.gato1000.cl
0.0.0.0 monarchslo.com
0.0.0.0 montezuma.spb.ru
0.0.0.0 morenews3.net
0.0.0.0 mrpeter.it
0.0.0.0 ms11.net
0.0.0.0 mtldesigns.ca
0.0.0.0 mueller-holz-bau.com
0.0.0.0 murbil.hostei.com
0.0.0.0 mycleanpc.tk
0.0.0.0 mylabsrl.com
0.0.0.0 mylondon.hc0.me
0.0.0.0 myshopmarketim.com
0.0.0.0 mysmallcock.com
0.0.0.0 myvksaver.ru
0.0.0.0 nadegda-95.ru
0.0.0.0 nailbytes1.com
0.0.0.0 namso.butlerelectricsupply.com
0.0.0.0 narrow.azenergyforum.com
0.0.0.0 natural-cholesterol.com
0.0.0.0 natural.buckeyeenergyforum.com
0.0.0.0 nbook.far.ru
0.0.0.0 nc2199.eden5.netclusive.de
0.0.0.0 nctbonline.co.uk
0.0.0.0 nefib.tourstogo.us
0.0.0.0 negociosdasha.com
0.0.0.0 nerez-schodiste-zabradli.com
0.0.0.0 nestorconsulting.net
0.0.0.0 networkmedical.com.hk
0.0.0.0 neumashop.cl
0.0.0.0 nevergreen.net
0.0.0.0 new-address.tk
0.0.0.0 new-softdriver.tk
0.0.0.0 news4cars.com
0.0.0.0 nikolamireasa.com
0.0.0.0 njtgsd.attackthethrone.com
0.0.0.0 nkgamers.com
0.0.0.0 nlconsulateorlandoorg.siteprotect.net
0.0.0.0 nmsbaseball.com
0.0.0.0 nobodyspeakstruth.narod.ru
0.0.0.0 nonsi.csheaven.com
0.0.0.0 noobgirls.com
0.0.0.0 nordiccountry.cz
0.0.0.0 nortonfire.co.uk
0.0.0.0 notebookservisru.161.com1.ru
0.0.0.0 noveslovo.com
0.0.0.0 nowina.info
0.0.0.0 ns1.the-sinner.net
0.0.0.0 ns1.updatesdns.org
0.0.0.0 ns2ns1.tk
0.0.0.0 nt-associates.com
0.0.0.0 nudebeachgalleries.net
0.0.0.0 nugly.barginginfrance.net
0.0.0.0 nuptialimages.com
0.0.0.0 nutnet.ir
0.0.0.0 oakso.tourstogo.us
0.0.0.0 oampa.csheaven.com
0.0.0.0 oapsa.tourstogo.us
0.0.0.0 oawoo.frenchgerlemanelectric.com
0.0.0.0 obada-konstruktiwa.org
0.0.0.0 obkom.net.ua
0.0.0.0 ocick.frost-electric-supply.com
0.0.0.0 ocpersian.com
0.0.0.0 officeon.ch.ma
0.0.0.0 oilwrestlingeurope.com
0.0.0.0 okeanbg.com
0.0.0.0 oknarai.ru
0.0.0.0 omrdatacapture.com
0.0.0.0 onrio.com.br
0.0.0.0 oofuv.cruisingsmallship.com
0.0.0.0 oojee.barginginfrance.net
0.0.0.0 ooksu.frost-electric-supply.com
0.0.0.0 oolsi.frost-electric-supply.com
0.0.0.0 oosee.barginginfrance.net
0.0.0.0 oowhe.frost-electric-supply.com
0.0.0.0 oprahsearch.com
0.0.0.0 optiker-michelmann.de
0.0.0.0 optilogus.com
0.0.0.0 optimization-methods.com
0.0.0.0 orbowlada.strefa.pl
0.0.0.0 orkut.krovatka.su
0.0.0.0 oshoa.iptvdeals.com
0.0.0.0 oshoo.iptvdeals.com
0.0.0.0 otylkaaotesanek.cz
0.0.0.0 outporn.com
0.0.0.0 ozzysixsixsix.web.fc2.com
0.0.0.0 pacan.gofreedom.info
0.0.0.0 pacman.gkgar.com
0.0.0.0 pamoran.net
0.0.0.0 papamamandoudouetmoi.com
0.0.0.0 paracadutismolucca.it
0.0.0.0 paraskov.com
0.0.0.0 patrickhickey.eu
0.0.0.0 pave.elisecries.com
0.0.0.0 pb-webdesign.net
0.0.0.0 peeg.fronterarq.cl
0.0.0.0 pension-helene.cz
0.0.0.0 penwithian.co.uk
0.0.0.0 pepelacer.computingservices123.com
0.0.0.0 perfectionautorepairs.com
0.0.0.0 personal.editura-amsibiu.ro
0.0.0.0 pgalvaoteles.pt
0.0.0.0 pharmadeal.gr
0.0.0.0 phitenmy.com
0.0.0.0 phoaz.cruisingsmallship.com
0.0.0.0 pic.starsarabian.com
0.0.0.0 pigra.csheaven.com
0.0.0.0 pix360.co.nf
0.0.0.0 plank.duplicolor.cl
0.0.0.0 plantaardigebrandstof.nl
0.0.0.0 platsovetrf.ru
0.0.0.0 plengeh.wen.ru
0.0.0.0 podzemi.myotis.info
0.0.0.0 pokachi.net
0.0.0.0 police11.provenprotection.net
0.0.0.0 pornstarss.tk
0.0.0.0 port.bg
0.0.0.0 portablevaporizer.com
0.0.0.0 portalfiremasters.com.br
0.0.0.0 portraitphotographygroup.com
0.0.0.0 pos-kupang.com
0.0.0.0 potvaporizer.com
0.0.0.0 powershopnet.net
0.0.0.0 pradakomechanicals.com
0.0.0.0 praxisww.com
0.0.0.0 pride-u-bike.com
0.0.0.0 private.hotelcesenaticobooking.info
0.0.0.0 produla.czatgg.pl
0.0.0.0 progettocrea.org
0.0.0.0 prorodeosportmed.com
0.0.0.0 psooz.tourstogo.us
0.0.0.0 ptewh.iptvdeals.com
0.0.0.0 ptool.barginginfrance.net
0.0.0.0 ptuph.barginginfrance.net
0.0.0.0 ptush.iptvdeals.com
0.0.0.0 publiccasinoil.com
0.0.0.0 puenteaereo.info
0.0.0.0 pulso.butlerelectricsupply.com
0.0.0.0 purethc.com
0.0.0.0 pwvita.pl
0.0.0.0 q28840.nb.host127-0-0-1.com
0.0.0.0 qbike.com.br
0.0.0.0 qualityindustrialcoatings.com
0.0.0.0 quinnwealth.com
0.0.0.0 quotidiennokoue.com
0.0.0.0 rainbowcolours.me.uk
0.0.0.0 rallye-de-fourmies.com
0.0.0.0 rallyeair.com
0.0.0.0 rat-on-subway.mhwang.com
0.0.0.0 rawoo.barginginfrance.net
0.0.0.0 reclamus.com
0.0.0.0 reishus.de
0.0.0.0 remorcicomerciale.ro
0.0.0.0 rentfromart.com
0.0.0.0 resolvethem.com
0.0.0.0 revistaelite.com
0.0.0.0 rl8vd.kikul.com
0.0.0.0 rocksresort.com.au
0.0.0.0 roks.ua
0.0.0.0 rolemodelstreetteam.invasioncrew.com
0.0.0.0 romsigmed.ro
0.0.0.0 romvarimarton.hu
0.0.0.0 roorbong.com
0.0.0.0 rsiuk.co.uk
0.0.0.0 ru.theswiftones.com
0.0.0.0 rubiks.ca
0.0.0.0 ruiyangcn.com
0.0.0.0 rumog.frost-electric-supply.com
0.0.0.0 rupor.info
0.0.0.0 sadiqtv.com
0.0.0.0 saemark.is
0.0.0.0 safety.amw.com
0.0.0.0 salon77.co.uk
0.0.0.0 santacruzsuspension.com
0.0.0.0 sasson-cpa.co.il
0.0.0.0 saturnleague.com
0.0.0.0 sayherbal.com

127.0.0.1	easeus.com
127.0.0.1	www.easeus.com
127.0.0.1	activation.easeus.com
127.0.0.1	easeus.com.cn
127.0.0.1	www.easeus.com.cn
127.0.0.1	track.easeus.com
127.0.0.1	track.easeus.com.cn
127.0.0.1	api.easeus.com
127.0.0.1	update.easeus.com
127.0.0.1	map2.hwcdn.net
127.0.0.1	easeusinfo.us-east-1.log.aliyuncs.com
127.0.0.1	aaa100cd68bbe03f3.awsglobalaccelerator.com
127.0.0.1	uompro.easeus.com
127.0.0.1	order.easeus.com
127.0.0.1	curl.haxx.se
127.0.0.1	buy.easeus.com
127.0.0.1	v2api-uoss.easeus.com
